model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Fiesta,2018,12999,Manual,15000,Petrol,150,58.9,0
 EcoSport,2017,9951,Manual,15000,Petrol,150,52.3,0
 Fiesta,2017,8702,Manual,15000,Petrol,150,65.7,0
 Focus,2018,12395,Manual,18280,Petrol,145,57.7,1
 EcoSport,2018,13895,Automatic,28536,Petrol,145,48.7,1
 Fiesta,2019,17250,Manual,13200,Petrol,150,40.3,1.5
 Focus,2009,2395,Manual,102000,Diesel,30,58.9,1.6
 Focus,2014,6275,Manual,55000,Petrol,30,56.5,1
 Focus,2011,4995,Manual,69000,Diesel,20,67.3,1.6
 Focus,2012,5495,Manual,76000,Diesel,20,67.3,1.6
 Focus,2013,3990,Manual,114000,Diesel,20,67.3,1.6
 Focus,2015,7475,Manual,50000,Petrol,20,61.4,1
 Focus,2014,5995,Semi-Auto,92000,Diesel,145,53.3,2
 Focus,2013,5490,Manual,65815,Diesel,20,67.3,1.6
 Focus,2015,6990,Manual,72160,Petrol,20,60.1,1
 Focus,2015,7499,Manual,59020,Diesel,20,67.3,1.6
 Focus,2013,3995,Manual,89411,Diesel,0,83.1,1.6
 Fiesta,2015,8275,Manual,35000,Petrol,20,62.8,1
 Fiesta,2016,8475,Manual,27000,Petrol,20,62.8,1
 Focus,2016,9299,Manual,23306,Diesel,0,74.3,1.5
 Focus,2013,5899,Manual,50914,Diesel,20,67.3,1.6
 Fiesta,2015,8999,Manual,22191,Petrol,0,65.7,1
 Focus,2017,11699,Manual,13211,Petrol,145,57.7,1
 Focus,2016,8499,Manual,25369,Petrol,20,60.1,1
 Fiesta,2014,7749,Manual,37890,Petrol,0,65.7,1
 Fiesta,2015,8899,Automatic,24068,Petrol,0,57.7,1
 Fiesta,2017,9999,Manual,30060,Petrol,145,65.7,1
 Focus,2016,10499,Manual,14808,Diesel,0,74.3,1.5
 Focus,2016,9295,Manual,54385,Petrol,20,60.1,1
 EcoSport,2016,7759,Manual,54000,Petrol,125,52.3,1
 Focus,2011,5495,Automatic,76317,Diesel,150,53.3,2
 Focus,2008,3695,Automatic,65782,Petrol,260,37.7,1.6
 Fiesta,2016,8975,Manual,25000,Petrol,20,62.8,1
 Fiesta,2016,8990,Manual,23377,Petrol,0,65.7,1
 Fiesta,2017,9999,Manual,20000,Petrol,0,65.7,0
 Fiesta,2015,6999,Manual,44000,Petrol,125,54.3,0
 Focus,2019,15999,Manual,4000,Petrol,145,48.7,0
 Fiesta,2010,3695,Manual,57440,Petrol,125,50.4,1.2
 Focus,2014,5995,Manual,82399,Diesel,20,67.3,1.6
 Focus,2012,6195,Manual,31543,Diesel,20,67.3,1.6
 Focus,2013,4495,Manual,99400,Petrol,30,56.5,1
 Fiesta,2015,9495,Manual,13000,Petrol,20,62.8,1
 Focus,2013,4995,Manual,106000,Diesel,125,56.5,2
 Fiesta,2009,3495,Manual,89000,Diesel,0,76.3,1.6
 Focus,2015,6475,Manual,80000,Diesel,0,74.3,1.5
 Focus,2019,17199,Manual,4928,Diesel,145,74.3,1.5
 Focus,2015,11599,Manual,36601,Diesel,20,67.3,2
 Focus,2019,17999,Automatic,3016,Diesel,145,64.2,2
 Focus,2019,16999,Manual,3774,Diesel,145,80.7,1.5
 Focus,2019,17999,Automatic,4147,Diesel,145,64.2,2
 Focus,2015,7699,Manual,69205,Diesel,0,74.3,1.5
 Focus,2018,13999,Automatic,11233,Petrol,145,48.7,1
 Focus,2013,5347,Manual,84219,Diesel,20,67.3,1.6
 Fiesta,2017,7667,Manual,11050,Petrol,145,65.7,1
 Fiesta,2011,4495,Manual,66000,Diesel,20,68.9,1.4
 Focus,2018,11495,Manual,14174,Petrol,145,61.4,1
 EcoSport,2016,9799,Manual,16909,Petrol,125,52.3,1
 Focus,2017,12369,Manual,17028,Petrol,145,57.7,1
 Fiesta,2016,8999,Manual,5366,Petrol,0,65.7,1
 Focus,2018,19759,Manual,10586,Petrol,145,41.5,2
 Fiesta,2016,8399,Manual,8886,Petrol,125,54.3,1.2
 Fiesta,2015,7999,Manual,21939,Petrol,0,65.7,1
 EcoSport,2017,11999,Manual,24000,Petrol,145,52.3,0
 EcoSport,2018,16499,Automatic,8000,Petrol,145,45.6,0
 EcoSport,2018,12867,Manual,9000,Petrol,145,54.3,0
 Fiesta,2018,11463,Manual,18000,Petrol,145,65.7,0
 Fiesta,2017,11289,Manual,9000,Petrol,20,62.8,0
 Focus,2018,12999,Manual,11000,Petrol,145,60.1,0
 Fiesta,2018,14599,Manual,18528,Petrol,145,62.8,1
 Focus,2017,16699,Manual,14728,Petrol,145,41.5,2
 Fiesta,2016,7999,Manual,13455,Diesel,0,78.5,1.5
 Fiesta,2015,7249,Manual,35752,Petrol,0,65.7,1
 Focus,2015,8299,Manual,60912,Diesel,0,74.3,1.5
 Focus,2013,5000,Manual,102500,Diesel,20,67.3,1.6
 EcoSport,2017,9995,Manual,18143,Petrol,125,53.3,1
 Focus,2015,6995,Manual,62903,Diesel,0,74.3,1.5
 Fiesta,2014,8395,Manual,7986,Petrol,0,65.7,1
 Fiesta,2013,7999,Manual,8527,Petrol,30,54.3,1.2
 Fiesta,2018,10999,Automatic,30232,Petrol,145,48.7,1
 Focus,2017,11999,Manual,28036,Diesel,145,74.3,1.5
 Fiesta,2016,8999,Automatic,27820,Petrol,30,57.7,1
 Fiesta,2015,6999,Manual,47612,Diesel,0,76.4,1.5
 Fiesta,2009,5295,Automatic,33000,Petrol,200,43.4,1.4
 Fiesta,2014,8999,Automatic,24867,Petrol,145,47.9,1.6
 Fiesta,2015,7499,Manual,33358,Petrol,30,54.3,1.2
 Focus,2016,8999,Manual,28883,Diesel,0,67.3,1.5
 Focus,2009,2995,Manual,109000,Diesel,145,53.3,1.8
 Focus,2008,2295,Manual,81000,Diesel,145,54.3,1.8
 Focus,2009,2495,Manual,118000,Diesel,30,62.8,1.6
 Fiesta,2016,6495,Manual,65000,Petrol,0,65.7,1
 Fiesta,2009,3495,Manual,87000,Petrol,150,47.9,1.6
 Fiesta,2009,3895,Manual,65000,Petrol,150,47.9,1.6
 Fiesta,2018,7899,Manual,27784,Petrol,145,64.2,1.1
 Fiesta,2016,8799,Manual,23641,Petrol,0,65.7,1
 Fiesta,2016,8000,Manual,19985,Petrol,125,54.3,1.2
 EcoSport,2017,10000,Manual,24000,Petrol,125,52.3,1
 Focus,2017,12299,Manual,17896,Diesel,145,74.3,1.5
 Focus,2017,11999,Manual,17296,Diesel,145,74.3,1.5
 Fiesta,2016,8516,Manual,33350,Petrol,20,62.8,1
 Focus,2015,13999,Manual,30367,Petrol,200,41.5,2
 EcoSport,2019,14899,Manual,1866,Petrol,145,52.3,1
 Fiesta,2016,9049,Manual,23813,Petrol,20,62.8,1
 Focus,2018,13199,Manual,21622,Petrol,145,57.7,1
 Focus,2015,13749,Manual,32258,Diesel,20,67.3,2
 Focus,2016,14999,Manual,30341,Diesel,20,67.3,2
 Fiesta,2013,5699,Manual,37168,Petrol,30,54.3,1.2
 Fiesta,2015,8799,Manual,31117,Petrol,0,65.7,1
 Fiesta,2015,7299,Manual,46923,Petrol,0,65.7,1
 EcoSport,2015,7599,Manual,31433,Petrol,125,53.3,1
 Fiesta,2017,7299,Manual,26932,Petrol,125,54.3,1.2
 Focus,2017,12395,Manual,19127,Diesel,145,74.3,1.5
 Focus,2017,12599,Manual,10760,Diesel,145,74.3,1.5
 Focus,2014,7749,Manual,69779,Petrol,145,47.1,1.6
 Focus,2016,14499,Manual,32967,Diesel,20,67.3,2
 Focus,2014,6599,Manual,59964,Petrol,145,47.9,1.6
 Focus,2016,14545,Manual,33461,Petrol,200,41.5,2
 Focus,2018,12299,Manual,13430,Petrol,145,57.7,1
 Fiesta,2013,6299,Manual,41177,Petrol,30,54.3,1.2
 Fiesta,2017,10299,Manual,21245,Petrol,20,62.8,1
 Focus,2016,10999,Manual,28848,Diesel,20,67.3,1.5
 Focus,2017,12299,Manual,17779,Petrol,145,57.7,1
 Focus,2018,18256,Manual,10138,Diesel,145,67.3,2
 Fiesta,2015,7995,Manual,45000,Petrol,0,65.7,1
 Fiesta,2012,5295,Automatic,78500,Petrol,165,42.8,1.4
 EcoSport,2016,10995,Automatic,7600,Petrol,160,44.8,1.5
 Focus,2017,13195,Manual,13000,Petrol,20,60.1,1
 Focus,2017,22000,Manual,36437,Petrol,235,36.7,2.3
 Fiesta,2017,9899,Manual,30526,Petrol,0,65.7,1
 Focus,2014,7599,Automatic,39915,Petrol,160,44.1,1.6
 Fiesta,2016,7999,Manual,31757,Diesel,0,78.5,1.5
 Fiesta,2016,8299,Manual,17795,Petrol,125,54.3,1.2
 Focus,2013,7299,Manual,62943,Diesel,20,67.3,1.6
 Focus,2015,8299,Automatic,52816,Diesel,20,67.3,1.5
 Fiesta,2017,8599,Manual,30925,Petrol,0,65.7,1
 Focus,2016,11995,Automatic,12320,Petrol,125,51.4,1
 Fiesta,2017,8995,Manual,9202,Petrol,0,65.7,1
 Fiesta,2014,6599,Manual,38217,Petrol,30,54.3,1.2
 Fiesta,2015,7499,Manual,31737,Petrol,0,65.7,1
 Focus,2016,8599,Manual,58312,Diesel,0,74.3,1.5
 Fiesta,2015,7099,Manual,44893,Petrol,125,54.3,1.2
 Fiesta,2016,7099,Manual,19245,Petrol,125,54.3,1.2
 Focus,2016,11599,Manual,12527,Petrol,125,50.4,1.5
 Focus,2018,16799,Automatic,14196,Diesel,145,74.3,1.5
 Fiesta,2017,9299,Manual,20556,Petrol,145,65.7,1
 Fiesta,2015,7549,Manual,41295,Diesel,0,78.5,1.5
 Focus,2017,10799,Manual,48370,Diesel,145,74.3,1.5
 Fiesta,2018,8999,Manual,10498,Petrol,145,64.2,1.1
 Fiesta,2014,7499,Manual,82508,Petrol,145,47.9,1.6
 Fiesta,2013,6299,Manual,49795,Petrol,30,54.3,1.2
 Fiesta,2014,7299,Manual,37812,Diesel,0,76.4,1.5
 Fiesta,2016,8299,Manual,34132,Petrol,0,65.7,1
 Fiesta,2016,8699,Manual,27223,Petrol,0,65.7,1
 Focus,2017,12499,Manual,11830,Petrol,145,57.7,1
 Fiesta,2017,10899,Manual,13197,Petrol,145,65.7,1
 Fiesta,2015,8499,Manual,22328,Petrol,0,65.7,1
 Fiesta,2017,8799,Manual,28748,Petrol,0,65.7,1
 Fiesta,2015,7499,Manual,26311,Diesel,0,78.5,1.5
 Focus,2014,14299,Manual,22035,Petrol,235,39.2,2
 Focus,2018,12899,Manual,13791,Petrol,145,57.7,1
 Fiesta,2016,7999,Manual,23069,Petrol,125,54.3,1.2
 Fiesta,2013,7499,Manual,20163,Petrol,0,65.7,1
 Focus,2016,13999,Manual,43150,Diesel,20,67.3,2
 Fiesta,2016,8599,Manual,5454,Petrol,0,65.7,1
 Fiesta,2018,9899,Manual,20521,Petrol,145,65.7,1
 Focus,2017,11399,Automatic,20928,Petrol,125,51.4,1
 Focus,2015,11499,Manual,42043,Petrol,200,41.5,2
 Focus,2017,18262,Manual,14800,Petrol,200,41.5,2
 EcoSport,2019,17495,Manual,4798,Diesel,150,58.9,1.5
 Focus,2012,5499,Manual,53126,Petrol,145,47.9,1.6
 Focus,2013,6399,Manual,40942,Petrol,20,58.9,1
 Focus,2014,7795,Manual,55202,Diesel,125,56.5,2
 Fiesta,2014,5599,Manual,75943,Petrol,30,54.3,1.2
 Fiesta,2016,9799,Manual,28927,Diesel,0,78.5,1.5
 Fiesta,2015,7799,Manual,40909,Petrol,0,65.7,1
 Focus,2016,9995,Manual,37774,Diesel,0,74.3,1.5
 Focus,2018,12195,Manual,6300,Petrol,145,57.7,1
 Focus,2013,6995,Automatic,28860,Petrol,160,44.1,1.6
 Focus,2008,1995,Manual,141000,Petrol,200,42.2,1.6
 Focus,2011,3295,Manual,86000,Petrol,200,42.2,1.6
 Fiesta,2017,8995,Manual,19128,Petrol,0,65.7,1
 Fiesta,2007,1595,Manual,115000,Petrol,160,45.6,1.4
 Fiesta,2018,9399,Manual,28257,Petrol,145,65.7,1
 Focus,2017,12619,Manual,20879,Petrol,145,57.7,1
 Focus,2017,12339,Manual,17333,Petrol,145,57.7,1
 Fiesta,2018,14249,Manual,7178,Petrol,145,58.9,1
 Fiesta,2016,8999,Manual,17299,Petrol,20,62.8,1
 Focus,2017,12949,Manual,7755,Petrol,145,57.7,1
 Focus,2018,13399,Manual,10040,Petrol,145,57.7,1
 Fiesta,2016,8599,Automatic,30373,Petrol,0,57.7,1
 Fiesta,2005,1295,Manual,119000,Petrol,165,45.6,1.2
 Fiesta,2014,6999,Manual,33754,Petrol,30,54.3,1.2
 Fiesta,2014,7999,Manual,17379,Petrol,0,65.7,1
 Fiesta,2011,4999,Manual,57149,Petrol,125,50.4,1.2
 Focus,2011,4999,Manual,99614,Petrol,145,47.9,1.6
 Focus,2014,7999,Manual,29839,Petrol,30,56.5,1
 Fiesta,2017,11995,Manual,10000,Petrol,145,65.7,1
 Fiesta,2018,11195,Manual,18000,Petrol,145,65.7,1
 Focus,2017,11495,Manual,20000,Petrol,20,58.9,1
 Fiesta,2018,10299,Manual,36463,Petrol,145,56.5,1
 Fiesta,2018,10999,Manual,24453,Petrol,145,56.5,1
 EcoSport,2019,13149,Manual,2949,Petrol,145,53.3,1
 Fiesta,2013,5699,Manual,52484,Petrol,30,54.3,1.2
 Fiesta,2015,6999,Manual,61730,Petrol,0,65.7,1
 Focus,2014,6500,Manual,36200,Diesel,20,67.3,1.6
 Focus,2012,6995,Manual,48734,Diesel,125,56.5,2
 Focus,2017,19495,Manual,8866,Petrol,145,41.5,2
 Focus,2019,25795,Manual,1175,Petrol,145,34.5,2.3
 Focus,2015,7199,Manual,45596,Petrol,20,61.4,1
 Fiesta,2017,10399,Manual,20533,Petrol,20,62.8,1
 Fiesta,2008,694,Manual,82020,Petrol,145,47.1,1.2
 Focus,2016,9295,Manual,28000,Petrol,20,61.4,1
 Focus,2014,7495,Automatic,41000,Petrol,160,44.8,1.6
 Fiesta,2017,5994,Manual,119902,Diesel,265,78.5,1.5
 Focus,2017,9975,Manual,37166,Petrol,145,60.1,1
 Fiesta,2016,10475,Automatic,16000,Petrol,145,47.9,1.6
 Fiesta,2011,4250,Manual,70000,Petrol,125,50.4,1.2
 Focus,2007,5995,Manual,67000,Petrol,330,26.3,2.5
 Focus,2017,10295,Manual,19000,Petrol,20,61.4,1
 Focus,2016,10995,Manual,11000,Petrol,20,60.1,1
 Focus,2016,11499,Automatic,10703,Petrol,160,44.8,1.6
 Fiesta,2014,7995,Manual,45000,Petrol,20,62.8,1
 Fiesta,2015,8995,Manual,20000,Petrol,0,65.7,1
 Fiesta,2011,5150,Manual,67120,Petrol,150,48.7,1.6
 Fiesta,2016,6250,Manual,39949,Petrol,125,54.3,1.2
 Fiesta,2014,6850,Manual,32965,Petrol,30,54.3,1.2
 Focus,2009,2995,Manual,93400,Petrol,200,42.2,1.6
 Fiesta,2015,8450,Manual,20712,Petrol,0,65.7,1
 Focus,2005,1995,Manual,40000,Petrol,205,44.1,1.6
 Focus,2014,7295,Manual,53000,Petrol,20,60.1,1
 Fiesta,2015,7449,Manual,44074,Diesel,0,76.4,1.5
 Fiesta,2016,6999,Manual,48138,Petrol,0,65.7,1
 Fiesta,2018,10399,Manual,37737,Diesel,145,58.9,1.5
 Fiesta,2017,8799,Manual,10604,Petrol,0,65.7,1
 Fiesta,2017,8959,Manual,8758,Petrol,125,54.3,1.2
 Focus,2018,12299,Manual,13264,Petrol,145,57.7,1
 Fiesta,2016,10499,Manual,25049,Petrol,20,62.8,1
 Fiesta,2017,11499,Manual,18419,Petrol,145,62.8,1
 Fiesta,2013,5999,Manual,75639,Petrol,0,65.7,1
 Focus,2018,13699,Manual,9533,Petrol,145,57.7,1
 Focus,2018,11999,Manual,13678,Petrol,145,57.7,1
 Focus,2016,10299,Manual,17507,Diesel,0,74.3,1.5
 Fiesta,2016,10489,Manual,31713,Petrol,145,47.9,1.6
 Fiesta,2016,8549,Manual,38903,Petrol,20,62.8,1
 Focus,2015,11999,Manual,37737,Diesel,20,67.3,2
 Fiesta,2013,5599,Manual,38321,Petrol,0,65.7,1
 Focus,2014,5799,Manual,63785,Petrol,30,56.5,1
 Fiesta,2015,7399,Manual,49997,Petrol,0,65.7,1
 Focus,2018,11999,Manual,17431,Petrol,145,57.7,1
 Focus,2018,10999,Manual,27962,Petrol,145,57.7,1
 Focus,2018,11199,Manual,25084,Petrol,145,57.7,1
 Focus,2015,13499,Manual,41699,Diesel,20,67.3,2
 Focus,2016,10061,Manual,25544,Diesel,0,74.3,1.5
 Focus,2018,13299,Manual,16963,Diesel,145,74.3,1.5
 Focus,2015,7499,Manual,45363,Diesel,0,74.3,1.5
 Focus,2018,10999,Manual,31611,Petrol,145,60.1,1
 Fiesta,2016,9199,Manual,25250,Petrol,20,62.8,1
 Fiesta,2016,9749,Manual,16283,Petrol,0,65.7,1
 Fiesta,2014,6899,Manual,27540,Petrol,30,54.3,1.2
 Focus,2016,13999,Manual,38532,Diesel,20,67.3,2
 Fiesta,2017,9699,Manual,36643,Petrol,20,62.8,1
 Focus,2018,17499,Manual,25065,Diesel,145,67.3,2
 Fiesta,2015,8549,Manual,16754,Petrol,0,65.7,1
 Fiesta,2015,9369,Manual,14782,Petrol,20,62.8,1
 Fiesta,2017,8449,Manual,31233,Diesel,0,78.5,1.5
 Focus,2017,11999,Manual,22214,Diesel,145,74.3,1.5
 Fiesta,2016,7999,Manual,21390,Petrol,125,54.3,1.2
 Focus,2016,10499,Manual,17606,Diesel,0,74.3,1.5
 EcoSport,2016,9389,Manual,24607,Petrol,125,52.3,1
 Focus,2016,8299,Manual,40344,Diesel,0,74.3,1.5
 Focus,2018,18699,Manual,11736,Petrol,145,41.5,2
 Focus,2007,2495,Manual,78000,Diesel,125,58.9,1.6
 Focus,2010,2995,Manual,88000,Petrol,205,42.2,1.6
 Fiesta,2015,7500,Semi-Auto,32000,Petrol,0,57.7,1
 Focus,2019,14699,Manual,11229,Petrol,145,60.1,1
 Fiesta,2016,8999,Manual,8381,Diesel,0,78.5,1.5
 Fiesta,2011,5495,Manual,76648,Petrol,145,47.9,1.6
 Fiesta,2013,5995,Manual,44080,Petrol,0,65.7,1
 Fiesta,2012,6995,Manual,65177,Petrol,145,47.9,1.6
 Focus,2015,7450,Manual,69344,Petrol,20,61.4,1
 Focus,2012,6650,Manual,31626,Petrol,145,47.9,1.6
 Fiesta,2016,7299,Manual,31877,Petrol,125,54.3,1.2
 Fiesta,2018,10199,Manual,39271,Diesel,145,58.9,1.5
 Focus,2016,9999,Manual,17907,Diesel,0,74.3,1.5
 Focus,2017,11999,Manual,12961,Petrol,145,57.7,1
 Focus,2015,10699,Automatic,21147,Petrol,145,46.3,1.5
 Focus,2007,2799,Automatic,50403,Petrol,260,37.1,1.6
 Fiesta,2009,2799,Manual,70103,Petrol,145,47.1,1.2
 Focus,2009,3299,Manual,67416,Petrol,200,42.2,1.6
 Fiesta,2011,5799,Automatic,29475,Petrol,200,42.8,1.4
 Focus,2003,3999,Manual,56064,Petrol,325,31,2
 Focus,2011,5499,Manual,54901,Petrol,145,47.9,1.6
 Fiesta,2012,4999,Manual,41798,Petrol,150,48.7,1.4
 Focus,2009,4299,Automatic,39911,Petrol,265,37.7,1.6
 Fiesta,2016,8375,Manual,17679,Petrol,125,54.3,1.2
 Fiesta,2014,6995,Manual,41274,Petrol,0,65.7,1
 Fiesta,2018,11995,Automatic,20000,Petrol,145,48.7,1
 Focus,2011,6295,Manual,30000,Petrol,145,47.9,1.6
 Fiesta,2008,4490,Manual,56000,Petrol,145,49.6,1.4
 Fiesta,2012,4350,Manual,63000,Diesel,125,50.4,2
 Focus,2012,7000,Manual,46849,Diesel,20,67.3,1.6
 Focus,2015,9300,Manual,20907,Petrol,20,60.1,1
 Fiesta,2016,6995,Manual,42000,Petrol,125,54.3,1.2
 EcoSport,2014,7495,Manual,55000,Petrol,160,44.8,1.5
 Focus,2010,4799,Manual,41557,Petrol,200,42.8,1.6
 Fiesta,2008,4299,Manual,54733,Petrol,145,47.9,1.6
 Focus,2007,6995,Manual,68000,Petrol,325,26.3,2.5
 Focus,2016,7950,Manual,47000,Petrol,20,60.1,1
 Fiesta,2016,8250,Manual,37885,Petrol,20,62.8,1
 Focus,2008,3000,Manual,91000,Petrol,160,51.4,1
 EcoSport,2018,14650,Manual,8200,Petrol,145,51.4,1
 Focus,2017,12000,Automatic,20000,Petrol,125,51.4,1
 Fiesta,2013,6495,Manual,41000,Petrol,0,65.7,1
 Fiesta,2014,6195,Manual,52000,Petrol,0,65.7,1
 Focus,2013,6695,Manual,43000,Petrol,150,47.9,1.6
 Fiesta,2014,6000,Manual,38000,Petrol,30,54.3,1.2
 Fiesta,2014,7295,Manual,37000,Petrol,0,65.7,1
 Fiesta,2016,8295,Manual,45000,Petrol,20,62.8,1
 Fiesta,2011,5195,Manual,66000,Petrol,150,47.9,1.6
 EcoSport,2018,11500,Manual,19854,Petrol,150,54.3,1
 Fiesta,2009,4995,Manual,50000,Petrol,145,47.9,1.6
 Fiesta,2010,4295,Manual,83000,Petrol,145,48.7,1.4
 Focus,2012,5495,Manual,73000,Diesel,20,67.3,1.6
 Fiesta,2010,3995,Manual,90000,Petrol,145,49.6,1.4
 Focus,2008,3495,Manual,73000,Petrol,200,42.2,1.6
 Focus,2009,3995,Manual,93000,Petrol,200,42.8,1.6
 Focus,2010,3495,Manual,100000,Diesel,30,62.8,1.6
 Fiesta,2016,7500,Manual,65140,Petrol,0,65.7,1
 Fiesta,2016,7695,Manual,43680,Diesel,0,88.3,1.5
 Fiesta,2012,5995,Manual,43008,Diesel,20,68.9,1.4
 Fiesta,2012,4995,Manual,54700,Diesel,20,68.9,1.4
 Focus,2017,12295,Manual,22327,Petrol,145,51.4,1.5
 Focus,2017,12259,Manual,18006,Diesel,145,74.3,1.5
 Focus,2016,9899,Manual,33228,Petrol,20,60.1,1
 Focus,2016,8299,Manual,44973,Diesel,0,83.1,1.5
 Focus,2018,13439,Manual,5889,Petrol,145,57.7,1
 Fiesta,2014,8279,Manual,34600,Petrol,0,65.7,1
 Fiesta,2014,7199,Manual,20129,Petrol,30,54.3,1.2
 Fiesta,2012,3995,Manual,83000,Diesel,0,85.6,1.6
 Focus,2013,6199,Manual,44235,Petrol,20,58.9,1
 Fiesta,2015,7759,Manual,18380,Petrol,125,54.3,1.2
 Focus,2018,11799,Manual,20417,Petrol,145,60.1,1
 Fiesta,2016,5599,Manual,86046,Diesel,0,78.5,1.5
 Focus,2015,7899,Manual,61491,Petrol,20,60.1,1
 Fiesta,2013,5879,Manual,51000,Petrol,30,54.3,1.2
 Focus,2012,6495,Automatic,79000,Petrol,155,44.1,1.6
 Fiesta,2012,3999,Manual,83009,Diesel,20,68.9,1.4
 Focus,2005,675,Manual,121000,Petrol,235,39.8,2
 Fiesta,2004,950,Manual,74000,Petrol,160,45.6,1.2
 Fiesta,2015,6990,Manual,52080,Petrol,0,65.7,1
 Fiesta,2014,8679,Automatic,15749,Petrol,0,57.7,1
 Fiesta,2016,7769,Manual,20525,Petrol,0,65.7,1
 Fiesta,2016,9299,Manual,30738,Petrol,0,65.7,1
 Focus,2015,7999,Manual,45395,Diesel,0,74.3,1.5
 Focus,2013,6699,Manual,29750,Diesel,0,76.4,1.6
 Fiesta,2015,7799,Manual,24002,Petrol,30,54.3,1.2
 Focus,2016,8799,Manual,37458,Diesel,0,74.3,1.5
 Focus,2020,18500,Manual,100,Petrol,145,60.1,1
 Focus,2007,2995,Manual,63000,Petrol,240,39.8,1.8
 Focus,2016,10250,Manual,29705,Petrol,20,60.1,1
 Fiesta,2014,7500,Manual,13220,Petrol,0,65.7,1
 Fiesta,2016,12000,Automatic,18323,Petrol,0,57.7,1
 Fiesta,2020,16000,Manual,100,Petrol,145,58.9,1
 EcoSport,2020,17500,Manual,500,Petrol,145,53.3,1
 Fiesta,2016,8500,Manual,22119,Petrol,0,65.7,1
 Fiesta,2018,10250,Manual,22600,Petrol,145,65.7,1
 Fiesta,2018,10250,Manual,23022,Petrol,145,65.7,1
 Fiesta,2016,8250,Manual,30952,Petrol,0,65.7,1
 Fiesta,2011,4995,Manual,45000,Petrol,115,50.4,1.2
 Fiesta,2017,11000,Manual,13903,Diesel,0,78.5,1.5
 Focus,2009,1695,Manual,139600,Petrol,145,48.7,1.6
 Fiesta,2016,11000,Manual,29812,Petrol,0,65.7,1
 Focus,2015,5995,Manual,91000,Diesel,20,67.3,1.6
 Focus,2017,7495,Manual,78000,Diesel,0,74.3,1.5
 Focus,2016,9595,Manual,40000,Diesel,0,74.3,1.5
 Focus,2009,3495,Manual,75000,Petrol,200,42.2,1.6
 Focus,2017,11250,Manual,41495,Diesel,145,74.3,1.5
 Focus,2019,17650,Manual,768,Petrol,145,60.1,1
 Focus,2019,18000,Manual,9500,Petrol,145,46.3,1.5
 Fiesta,2012,6495,Manual,36000,Petrol,145,48.7,1.4
 Fiesta,2018,10600,Manual,14861,Diesel,145,88.3,1.5
 Fiesta,2014,11000,Manual,34922,Petrol,145,47.9,1.6
 Fiesta,2008,2695,Manual,78500,Petrol,145,47.1,1.2
 Fiesta,2009,3995,Manual,63400,Petrol,145,49.6,1.4
 Fiesta,2015,6395,Manual,42000,Petrol,30,54.3,1.2
 Fiesta,2006,2395,Manual,63100,Petrol,160,47.1,1.2
 Focus,2003,1695,Manual,89630,Petrol,200,40.9,1.6
 Fiesta,2011,4295,Manual,86440,Petrol,145,48.7,1.4
 Fiesta,2007,2795,Manual,63000,Petrol,145,47.1,1.2
 Fiesta,2004,2295,Manual,88936,Petrol,200,44.1,1.4
 Focus,2012,5795,Manual,79094,Petrol,145,47.9,1.6
 Focus,2005,2295,Manual,87530,Petrol,235,39.8,2
 Focus,2010,3795,Manual,89520,Petrol,200,42.2,1.6
 Fiesta,2008,2695,Manual,77570,Petrol,145,47.1,1.2
 Focus,2008,2895,Manual,91000,Petrol,195,42.1,1.6
 Fiesta,2006,2395,Manual,73370,Petrol,160,47.1,1.2
 Fiesta,2011,4295,Manual,86451,Petrol,145,48.7,1.4
 Focus,2007,2695,Manual,61000,Petrol,200,40.4,1.6
 Fiesta,2019,18949,Automatic,6,Petrol,150,48.7,1
 Fiesta,2017,9450,Manual,22000,Petrol,150,65.7,1
 Focus,2016,13651,Automatic,8598,Petrol,150,46.3,1.5
 Focus,2016,9552,Manual,32963,Diesel,0,74.3,1.5
 Focus,2017,10811,Manual,23881,Petrol,20,60.1,1
 Focus,2011,5750,Manual,35000,Petrol,140,47.1,1.6
 EcoSport,2017,10837,Automatic,10113,Petrol,160,44.8,1.5
 Focus,2019,19337,Automatic,675,Petrol,145,42.8,1
 Fiesta,2018,12282,Manual,6654,Petrol,145,58.9,1
 Focus,2017,9950,Manual,36590,Petrol,20,61.4,1
 Fiesta,2017,8950,Manual,19910,Petrol,125,54.3,1.2
 Fiesta,2017,8137,Manual,28903,Petrol,150,65.7,1
 Fiesta,2017,7695,Manual,36440,Diesel,0,78.5,1.5
 Focus,2014,5500,Manual,75170,Petrol,30,56.5,1
 EcoSport,2019,18495,Manual,1350,Petrol,145,51.4,1
 Fiesta,2019,12099,Manual,1598,Petrol,145,58.9,1
 Fiesta,2019,12096,Manual,17,Petrol,145,58.9,1
 Fiesta,2019,12096,Manual,791,Petrol,145,58.9,1
 Fiesta,2017,10103,Manual,14415,Petrol,145,65.7,1
 EcoSport,2019,18495,Automatic,25,Petrol,145,45.6,1
 EcoSport,2019,18495,Automatic,8,Petrol,145,45.6,1
 EcoSport,2019,17994,Manual,2657,Petrol,145,51.4,1
 Focus,2019,20993,Manual,1813,Petrol,145,49.6,1
 Focus,2017,8990,Manual,19000,Petrol,20,61.4,1
