price,mileage,transmission,model,year,fuelType,tax,mpg,engineSize
6195,31543,Manual, Focus,2012,Diesel,20,67.3,1.6
4495,99400,Manual, Focus,2013,Petrol,30,56.5,1
9495,13000,Manual, Fiesta,2015,Petrol,20,62.8,1
4995,106000,Manual, Focus,2013,Diesel,125,56.5,2
3495,89000,Manual, Fiesta,2009,Diesel,0,76.3,1.6
6475,80000,Manual, Focus,2015,Diesel,0,74.3,1.5
17199,4928,Manual, Focus,2019,Diesel,145,74.3,1.5
11599,36601,Manual, Focus,2015,Diesel,20,67.3,2
17999,3016,Automatic, Focus,2019,Diesel,145,64.2,2
16999,3774,Manual, Focus,2019,Diesel,145,80.7,1.5
17999,4147,Automatic, Focus,2019,Diesel,145,64.2,2
7699,69205,Manual, Focus,2015,Diesel,0,74.3,1.5
13999,11233,Automatic, Focus,2018,Petrol,145,48.7,1
5347,84219,Manual, Focus,2013,Diesel,20,67.3,1.6
7667,11050,Manual, Fiesta,2017,Petrol,145,65.7,1
4495,66000,Manual, Fiesta,2011,Diesel,20,68.9,1.4
11495,14174,Manual, Focus,2018,Petrol,145,61.4,1
9799,16909,Manual, EcoSport,2016,Petrol,125,52.3,1
12369,17028,Manual, Focus,2017,Petrol,145,57.7,1
8999,5366,Manual, Fiesta,2016,Petrol,0,65.7,1
19759,10586,Manual, Focus,2018,Petrol,145,41.5,2
8399,8886,Manual, Fiesta,2016,Petrol,125,54.3,1.2
7999,21939,Manual, Fiesta,2015,Petrol,0,65.7,1
11999,24000,Manual, EcoSport,2017,Petrol,145,52.3,0
16499,8000,Automatic, EcoSport,2018,Petrol,145,45.6,0
12867,9000,Manual, EcoSport,2018,Petrol,145,54.3,0
11463,18000,Manual, Fiesta,2018,Petrol,145,65.7,0
11289,9000,Manual, Fiesta,2017,Petrol,20,62.8,0
12999,11000,Manual, Focus,2018,Petrol,145,60.1,0
14599,18528,Manual, Fiesta,2018,Petrol,145,62.8,1
16699,14728,Manual, Focus,2017,Petrol,145,41.5,2
7999,13455,Manual, Fiesta,2016,Diesel,0,78.5,1.5
7249,35752,Manual, Fiesta,2015,Petrol,0,65.7,1
8299,60912,Manual, Focus,2015,Diesel,0,74.3,1.5
5000,102500,Manual, Focus,2013,Diesel,20,67.3,1.6
9995,18143,Manual, EcoSport,2017,Petrol,125,53.3,1
6995,62903,Manual, Focus,2015,Diesel,0,74.3,1.5
8395,7986,Manual, Fiesta,2014,Petrol,0,65.7,1
7999,8527,Manual, Fiesta,2013,Petrol,30,54.3,1.2
10999,30232,Automatic, Fiesta,2018,Petrol,145,48.7,1
11999,28036,Manual, Focus,2017,Diesel,145,74.3,1.5
8999,27820,Automatic, Fiesta,2016,Petrol,30,57.7,1
6999,47612,Manual, Fiesta,2015,Diesel,0,76.4,1.5
5295,33000,Automatic, Fiesta,2009,Petrol,200,43.4,1.4
8999,24867,Automatic, Fiesta,2014,Petrol,145,47.9,1.6
7499,33358,Manual, Fiesta,2015,Petrol,30,54.3,1.2
8999,28883,Manual, Focus,2016,Diesel,0,67.3,1.5
2995,109000,Manual, Focus,2009,Diesel,145,53.3,1.8
2295,81000,Manual, Focus,2008,Diesel,145,54.3,1.8
2495,118000,Manual, Focus,2009,Diesel,30,62.8,1.6
6495,65000,Manual, Fiesta,2016,Petrol,0,65.7,1
3495,87000,Manual, Fiesta,2009,Petrol,150,47.9,1.6
3895,65000,Manual, Fiesta,2009,Petrol,150,47.9,1.6
7899,27784,Manual, Fiesta,2018,Petrol,145,64.2,1.1
8799,23641,Manual, Fiesta,2016,Petrol,0,65.7,1
8000,19985,Manual, Fiesta,2016,Petrol,125,54.3,1.2
10000,24000,Manual, EcoSport,2017,Petrol,125,52.3,1
12299,17896,Manual, Focus,2017,Diesel,145,74.3,1.5
11999,17296,Manual, Focus,2017,Diesel,145,74.3,1.5
8516,33350,Manual, Fiesta,2016,Petrol,20,62.8,1
13999,30367,Manual, Focus,2015,Petrol,200,41.5,2
14899,1866,Manual, EcoSport,2019,Petrol,145,52.3,1
9049,23813,Manual, Fiesta,2016,Petrol,20,62.8,1
13199,21622,Manual, Focus,2018,Petrol,145,57.7,1
13749,32258,Manual, Focus,2015,Diesel,20,67.3,2
14999,30341,Manual, Focus,2016,Diesel,20,67.3,2
5699,37168,Manual, Fiesta,2013,Petrol,30,54.3,1.2
8799,31117,Manual, Fiesta,2015,Petrol,0,65.7,1
7299,46923,Manual, Fiesta,2015,Petrol,0,65.7,1
7599,31433,Manual, EcoSport,2015,Petrol,125,53.3,1
7299,26932,Manual, Fiesta,2017,Petrol,125,54.3,1.2
12395,19127,Manual, Focus,2017,Diesel,145,74.3,1.5
12599,10760,Manual, Focus,2017,Diesel,145,74.3,1.5
7749,69779,Manual, Focus,2014,Petrol,145,47.1,1.6
14499,32967,Manual, Focus,2016,Diesel,20,67.3,2
6599,59964,Manual, Focus,2014,Petrol,145,47.9,1.6
14545,33461,Manual, Focus,2016,Petrol,200,41.5,2
12299,13430,Manual, Focus,2018,Petrol,145,57.7,1
6299,41177,Manual, Fiesta,2013,Petrol,30,54.3,1.2
10299,21245,Manual, Fiesta,2017,Petrol,20,62.8,1
10999,28848,Manual, Focus,2016,Diesel,20,67.3,1.5
12299,17779,Manual, Focus,2017,Petrol,145,57.7,1
18256,10138,Manual, Focus,2018,Diesel,145,67.3,2
7995,45000,Manual, Fiesta,2015,Petrol,0,65.7,1
5295,78500,Automatic, Fiesta,2012,Petrol,165,42.8,1.4
10995,7600,Automatic, EcoSport,2016,Petrol,160,44.8,1.5
13195,13000,Manual, Focus,2017,Petrol,20,60.1,1
22000,36437,Manual, Focus,2017,Petrol,235,36.7,2.3
9899,30526,Manual, Fiesta,2017,Petrol,0,65.7,1
7599,39915,Automatic, Focus,2014,Petrol,160,44.1,1.6
7999,31757,Manual, Fiesta,2016,Diesel,0,78.5,1.5
8299,17795,Manual, Fiesta,2016,Petrol,125,54.3,1.2
7299,62943,Manual, Focus,2013,Diesel,20,67.3,1.6
8299,52816,Automatic, Focus,2015,Diesel,20,67.3,1.5
8599,30925,Manual, Fiesta,2017,Petrol,0,65.7,1
11995,12320,Automatic, Focus,2016,Petrol,125,51.4,1
8995,9202,Manual, Fiesta,2017,Petrol,0,65.7,1
6599,38217,Manual, Fiesta,2014,Petrol,30,54.3,1.2
7499,31737,Manual, Fiesta,2015,Petrol,0,65.7,1
8599,58312,Manual, Focus,2016,Diesel,0,74.3,1.5
7099,44893,Manual, Fiesta,2015,Petrol,125,54.3,1.2
7099,19245,Manual, Fiesta,2016,Petrol,125,54.3,1.2
11599,12527,Manual, Focus,2016,Petrol,125,50.4,1.5
16799,14196,Automatic, Focus,2018,Diesel,145,74.3,1.5
9299,20556,Manual, Fiesta,2017,Petrol,145,65.7,1
7549,41295,Manual, Fiesta,2015,Diesel,0,78.5,1.5
10799,48370,Manual, Focus,2017,Diesel,145,74.3,1.5
8999,10498,Manual, Fiesta,2018,Petrol,145,64.2,1.1
7499,82508,Manual, Fiesta,2014,Petrol,145,47.9,1.6
6299,49795,Manual, Fiesta,2013,Petrol,30,54.3,1.2
7299,37812,Manual, Fiesta,2014,Diesel,0,76.4,1.5
8299,34132,Manual, Fiesta,2016,Petrol,0,65.7,1
8699,27223,Manual, Fiesta,2016,Petrol,0,65.7,1
12499,11830,Manual, Focus,2017,Petrol,145,57.7,1
10899,13197,Manual, Fiesta,2017,Petrol,145,65.7,1
8499,22328,Manual, Fiesta,2015,Petrol,0,65.7,1
8799,28748,Manual, Fiesta,2017,Petrol,0,65.7,1
7499,26311,Manual, Fiesta,2015,Diesel,0,78.5,1.5
14299,22035,Manual, Focus,2014,Petrol,235,39.2,2
12899,13791,Manual, Focus,2018,Petrol,145,57.7,1
7999,23069,Manual, Fiesta,2016,Petrol,125,54.3,1.2
7499,20163,Manual, Fiesta,2013,Petrol,0,65.7,1
13999,43150,Manual, Focus,2016,Diesel,20,67.3,2
8599,5454,Manual, Fiesta,2016,Petrol,0,65.7,1
9899,20521,Manual, Fiesta,2018,Petrol,145,65.7,1
11399,20928,Automatic, Focus,2017,Petrol,125,51.4,1
11499,42043,Manual, Focus,2015,Petrol,200,41.5,2
18262,14800,Manual, Focus,2017,Petrol,200,41.5,2
17495,4798,Manual, EcoSport,2019,Diesel,150,58.9,1.5
5499,53126,Manual, Focus,2012,Petrol,145,47.9,1.6
6399,40942,Manual, Focus,2013,Petrol,20,58.9,1
7795,55202,Manual, Focus,2014,Diesel,125,56.5,2
5599,75943,Manual, Fiesta,2014,Petrol,30,54.3,1.2
9799,28927,Manual, Fiesta,2016,Diesel,0,78.5,1.5
7799,40909,Manual, Fiesta,2015,Petrol,0,65.7,1
9995,37774,Manual, Focus,2016,Diesel,0,74.3,1.5
12195,6300,Manual, Focus,2018,Petrol,145,57.7,1
6995,28860,Automatic, Focus,2013,Petrol,160,44.1,1.6
1995,141000,Manual, Focus,2008,Petrol,200,42.2,1.6
3295,86000,Manual, Focus,2011,Petrol,200,42.2,1.6
8995,19128,Manual, Fiesta,2017,Petrol,0,65.7,1
1595,115000,Manual, Fiesta,2007,Petrol,160,45.6,1.4
9399,28257,Manual, Fiesta,2018,Petrol,145,65.7,1
12619,20879,Manual, Focus,2017,Petrol,145,57.7,1
12339,17333,Manual, Focus,2017,Petrol,145,57.7,1
14249,7178,Manual, Fiesta,2018,Petrol,145,58.9,1
8999,17299,Manual, Fiesta,2016,Petrol,20,62.8,1
12949,7755,Manual, Focus,2017,Petrol,145,57.7,1
13399,10040,Manual, Focus,2018,Petrol,145,57.7,1
8599,30373,Automatic, Fiesta,2016,Petrol,0,57.7,1
1295,119000,Manual, Fiesta,2005,Petrol,165,45.6,1.2
6999,33754,Manual, Fiesta,2014,Petrol,30,54.3,1.2
7999,17379,Manual, Fiesta,2014,Petrol,0,65.7,1
4999,57149,Manual, Fiesta,2011,Petrol,125,50.4,1.2
4999,99614,Manual, Focus,2011,Petrol,145,47.9,1.6
7999,29839,Manual, Focus,2014,Petrol,30,56.5,1
11995,10000,Manual, Fiesta,2017,Petrol,145,65.7,1
11195,18000,Manual, Fiesta,2018,Petrol,145,65.7,1
11495,20000,Manual, Focus,2017,Petrol,20,58.9,1
10299,36463,Manual, Fiesta,2018,Petrol,145,56.5,1
10999,24453,Manual, Fiesta,2018,Petrol,145,56.5,1
13149,2949,Manual, EcoSport,2019,Petrol,145,53.3,1
5699,52484,Manual, Fiesta,2013,Petrol,30,54.3,1.2
6999,61730,Manual, Fiesta,2015,Petrol,0,65.7,1
6500,36200,Manual, Focus,2014,Diesel,20,67.3,1.6
6995,48734,Manual, Focus,2012,Diesel,125,56.5,2
19495,8866,Manual, Focus,2017,Petrol,145,41.5,2
25795,1175,Manual, Focus,2019,Petrol,145,34.5,2.3
7199,45596,Manual, Focus,2015,Petrol,20,61.4,1
10399,20533,Manual, Fiesta,2017,Petrol,20,62.8,1
694,82020,Manual, Fiesta,2008,Petrol,145,47.1,1.2
9295,28000,Manual, Focus,2016,Petrol,20,61.4,1
7495,41000,Automatic, Focus,2014,Petrol,160,44.8,1.6
5994,119902,Manual, Fiesta,2017,Diesel,265,78.5,1.5
9975,37166,Manual, Focus,2017,Petrol,145,60.1,1
10475,16000,Automatic, Fiesta,2016,Petrol,145,47.9,1.6
4250,70000,Manual, Fiesta,2011,Petrol,125,50.4,1.2
5995,67000,Manual, Focus,2007,Petrol,330,26.3,2.5
10295,19000,Manual, Focus,2017,Petrol,20,61.4,1
10995,11000,Manual, Focus,2016,Petrol,20,60.1,1
11499,10703,Automatic, Focus,2016,Petrol,160,44.8,1.6
7995,45000,Manual, Fiesta,2014,Petrol,20,62.8,1
8995,20000,Manual, Fiesta,2015,Petrol,0,65.7,1
5150,67120,Manual, Fiesta,2011,Petrol,150,48.7,1.6
6250,39949,Manual, Fiesta,2016,Petrol,125,54.3,1.2
6850,32965,Manual, Fiesta,2014,Petrol,30,54.3,1.2
2995,93400,Manual, Focus,2009,Petrol,200,42.2,1.6
8450,20712,Manual, Fiesta,2015,Petrol,0,65.7,1
1995,40000,Manual, Focus,2005,Petrol,205,44.1,1.6
7295,53000,Manual, Focus,2014,Petrol,20,60.1,1
7449,44074,Manual, Fiesta,2015,Diesel,0,76.4,1.5
6999,48138,Manual, Fiesta,2016,Petrol,0,65.7,1
10399,37737,Manual, Fiesta,2018,Diesel,145,58.9,1.5
8799,10604,Manual, Fiesta,2017,Petrol,0,65.7,1
8959,8758,Manual, Fiesta,2017,Petrol,125,54.3,1.2
12299,13264,Manual, Focus,2018,Petrol,145,57.7,1
10499,25049,Manual, Fiesta,2016,Petrol,20,62.8,1
11499,18419,Manual, Fiesta,2017,Petrol,145,62.8,1
5999,75639,Manual, Fiesta,2013,Petrol,0,65.7,1
13699,9533,Manual, Focus,2018,Petrol,145,57.7,1
11999,13678,Manual, Focus,2018,Petrol,145,57.7,1
10299,17507,Manual, Focus,2016,Diesel,0,74.3,1.5
10489,31713,Manual, Fiesta,2016,Petrol,145,47.9,1.6
8549,38903,Manual, Fiesta,2016,Petrol,20,62.8,1
11999,37737,Manual, Focus,2015,Diesel,20,67.3,2
5599,38321,Manual, Fiesta,2013,Petrol,0,65.7,1
5799,63785,Manual, Focus,2014,Petrol,30,56.5,1
7399,49997,Manual, Fiesta,2015,Petrol,0,65.7,1
11999,17431,Manual, Focus,2018,Petrol,145,57.7,1
10999,27962,Manual, Focus,2018,Petrol,145,57.7,1
11199,25084,Manual, Focus,2018,Petrol,145,57.7,1
13499,41699,Manual, Focus,2015,Diesel,20,67.3,2
10061,25544,Manual, Focus,2016,Diesel,0,74.3,1.5
13299,16963,Manual, Focus,2018,Diesel,145,74.3,1.5
7499,45363,Manual, Focus,2015,Diesel,0,74.3,1.5
10999,31611,Manual, Focus,2018,Petrol,145,60.1,1
9199,25250,Manual, Fiesta,2016,Petrol,20,62.8,1
9749,16283,Manual, Fiesta,2016,Petrol,0,65.7,1
6899,27540,Manual, Fiesta,2014,Petrol,30,54.3,1.2
13999,38532,Manual, Focus,2016,Diesel,20,67.3,2
9699,36643,Manual, Fiesta,2017,Petrol,20,62.8,1
17499,25065,Manual, Focus,2018,Diesel,145,67.3,2
8549,16754,Manual, Fiesta,2015,Petrol,0,65.7,1
9369,14782,Manual, Fiesta,2015,Petrol,20,62.8,1
8449,31233,Manual, Fiesta,2017,Diesel,0,78.5,1.5
11999,22214,Manual, Focus,2017,Diesel,145,74.3,1.5
7999,21390,Manual, Fiesta,2016,Petrol,125,54.3,1.2
10499,17606,Manual, Focus,2016,Diesel,0,74.3,1.5
9389,24607,Manual, EcoSport,2016,Petrol,125,52.3,1
8299,40344,Manual, Focus,2016,Diesel,0,74.3,1.5
18699,11736,Manual, Focus,2018,Petrol,145,41.5,2
2495,78000,Manual, Focus,2007,Diesel,125,58.9,1.6
2995,88000,Manual, Focus,2010,Petrol,205,42.2,1.6
7500,32000,Semi-Auto, Fiesta,2015,Petrol,0,57.7,1
14699,11229,Manual, Focus,2019,Petrol,145,60.1,1
8999,8381,Manual, Fiesta,2016,Diesel,0,78.5,1.5
5495,76648,Manual, Fiesta,2011,Petrol,145,47.9,1.6
5995,44080,Manual, Fiesta,2013,Petrol,0,65.7,1
6995,65177,Manual, Fiesta,2012,Petrol,145,47.9,1.6
7450,69344,Manual, Focus,2015,Petrol,20,61.4,1
6650,31626,Manual, Focus,2012,Petrol,145,47.9,1.6
7299,31877,Manual, Fiesta,2016,Petrol,125,54.3,1.2
10199,39271,Manual, Fiesta,2018,Diesel,145,58.9,1.5
9999,17907,Manual, Focus,2016,Diesel,0,74.3,1.5
11999,12961,Manual, Focus,2017,Petrol,145,57.7,1
10699,21147,Automatic, Focus,2015,Petrol,145,46.3,1.5
2799,50403,Automatic, Focus,2007,Petrol,260,37.1,1.6
2799,70103,Manual, Fiesta,2009,Petrol,145,47.1,1.2
3299,67416,Manual, Focus,2009,Petrol,200,42.2,1.6
5799,29475,Automatic, Fiesta,2011,Petrol,200,42.8,1.4
3999,56064,Manual, Focus,2003,Petrol,325,31,2
5499,54901,Manual, Focus,2011,Petrol,145,47.9,1.6
4999,41798,Manual, Fiesta,2012,Petrol,150,48.7,1.4
4299,39911,Automatic, Focus,2009,Petrol,265,37.7,1.6
8375,17679,Manual, Fiesta,2016,Petrol,125,54.3,1.2
6995,41274,Manual, Fiesta,2014,Petrol,0,65.7,1
11995,20000,Automatic, Fiesta,2018,Petrol,145,48.7,1
6295,30000,Manual, Focus,2011,Petrol,145,47.9,1.6
4490,56000,Manual, Fiesta,2008,Petrol,145,49.6,1.4
4350,63000,Manual, Fiesta,2012,Diesel,125,50.4,2
7000,46849,Manual, Focus,2012,Diesel,20,67.3,1.6
9300,20907,Manual, Focus,2015,Petrol,20,60.1,1
6995,42000,Manual, Fiesta,2016,Petrol,125,54.3,1.2
7495,55000,Manual, EcoSport,2014,Petrol,160,44.8,1.5
4799,41557,Manual, Focus,2010,Petrol,200,42.8,1.6
4299,54733,Manual, Fiesta,2008,Petrol,145,47.9,1.6
6995,68000,Manual, Focus,2007,Petrol,325,26.3,2.5
7950,47000,Manual, Focus,2016,Petrol,20,60.1,1
8250,37885,Manual, Fiesta,2016,Petrol,20,62.8,1
3000,91000,Manual, Focus,2008,Petrol,160,51.4,1
14650,8200,Manual, EcoSport,2018,Petrol,145,51.4,1
12000,20000,Automatic, Focus,2017,Petrol,125,51.4,1
6495,41000,Manual, Fiesta,2013,Petrol,0,65.7,1
6195,52000,Manual, Fiesta,2014,Petrol,0,65.7,1
6695,43000,Manual, Focus,2013,Petrol,150,47.9,1.6
6000,38000,Manual, Fiesta,2014,Petrol,30,54.3,1.2
7295,37000,Manual, Fiesta,2014,Petrol,0,65.7,1
8295,45000,Manual, Fiesta,2016,Petrol,20,62.8,1
5195,66000,Manual, Fiesta,2011,Petrol,150,47.9,1.6
11500,19854,Manual, EcoSport,2018,Petrol,150,54.3,1
4995,50000,Manual, Fiesta,2009,Petrol,145,47.9,1.6
4295,83000,Manual, Fiesta,2010,Petrol,145,48.7,1.4
5495,73000,Manual, Focus,2012,Diesel,20,67.3,1.6
3995,90000,Manual, Fiesta,2010,Petrol,145,49.6,1.4
3495,73000,Manual, Focus,2008,Petrol,200,42.2,1.6
3995,93000,Manual, Focus,2009,Petrol,200,42.8,1.6
3495,100000,Manual, Focus,2010,Diesel,30,62.8,1.6
7500,65140,Manual, Fiesta,2016,Petrol,0,65.7,1
7695,43680,Manual, Fiesta,2016,Diesel,0,88.3,1.5
5995,43008,Manual, Fiesta,2012,Diesel,20,68.9,1.4
4995,54700,Manual, Fiesta,2012,Diesel,20,68.9,1.4
12295,22327,Manual, Focus,2017,Petrol,145,51.4,1.5
12259,18006,Manual, Focus,2017,Diesel,145,74.3,1.5
9899,33228,Manual, Focus,2016,Petrol,20,60.1,1
8299,44973,Manual, Focus,2016,Diesel,0,83.1,1.5
13439,5889,Manual, Focus,2018,Petrol,145,57.7,1
8279,34600,Manual, Fiesta,2014,Petrol,0,65.7,1
7199,20129,Manual, Fiesta,2014,Petrol,30,54.3,1.2
3995,83000,Manual, Fiesta,2012,Diesel,0,85.6,1.6
6199,44235,Manual, Focus,2013,Petrol,20,58.9,1
7759,18380,Manual, Fiesta,2015,Petrol,125,54.3,1.2
11799,20417,Manual, Focus,2018,Petrol,145,60.1,1
5599,86046,Manual, Fiesta,2016,Diesel,0,78.5,1.5
7899,61491,Manual, Focus,2015,Petrol,20,60.1,1
5879,51000,Manual, Fiesta,2013,Petrol,30,54.3,1.2
6495,79000,Automatic, Focus,2012,Petrol,155,44.1,1.6
3999,83009,Manual, Fiesta,2012,Diesel,20,68.9,1.4
675,121000,Manual, Focus,2005,Petrol,235,39.8,2
950,74000,Manual, Fiesta,2004,Petrol,160,45.6,1.2
6990,52080,Manual, Fiesta,2015,Petrol,0,65.7,1
8679,15749,Automatic, Fiesta,2014,Petrol,0,57.7,1
7769,20525,Manual, Fiesta,2016,Petrol,0,65.7,1
9299,30738,Manual, Fiesta,2016,Petrol,0,65.7,1
7999,45395,Manual, Focus,2015,Diesel,0,74.3,1.5
6699,29750,Manual, Focus,2013,Diesel,0,76.4,1.6
7799,24002,Manual, Fiesta,2015,Petrol,30,54.3,1.2
8799,37458,Manual, Focus,2016,Diesel,0,74.3,1.5
18500,100,Manual, Focus,2020,Petrol,145,60.1,1
2995,63000,Manual, Focus,2007,Petrol,240,39.8,1.8
10250,29705,Manual, Focus,2016,Petrol,20,60.1,1
7500,13220,Manual, Fiesta,2014,Petrol,0,65.7,1
12000,18323,Automatic, Fiesta,2016,Petrol,0,57.7,1
16000,100,Manual, Fiesta,2020,Petrol,145,58.9,1
17500,500,Manual, EcoSport,2020,Petrol,145,53.3,1
8500,22119,Manual, Fiesta,2016,Petrol,0,65.7,1
10250,22600,Manual, Fiesta,2018,Petrol,145,65.7,1
10250,23022,Manual, Fiesta,2018,Petrol,145,65.7,1
8250,30952,Manual, Fiesta,2016,Petrol,0,65.7,1
4995,45000,Manual, Fiesta,2011,Petrol,115,50.4,1.2
11000,13903,Manual, Fiesta,2017,Diesel,0,78.5,1.5
1695,139600,Manual, Focus,2009,Petrol,145,48.7,1.6
11000,29812,Manual, Fiesta,2016,Petrol,0,65.7,1
5995,91000,Manual, Focus,2015,Diesel,20,67.3,1.6
7495,78000,Manual, Focus,2017,Diesel,0,74.3,1.5
9595,40000,Manual, Focus,2016,Diesel,0,74.3,1.5
3495,75000,Manual, Focus,2009,Petrol,200,42.2,1.6
11250,41495,Manual, Focus,2017,Diesel,145,74.3,1.5
17650,768,Manual, Focus,2019,Petrol,145,60.1,1
18000,9500,Manual, Focus,2019,Petrol,145,46.3,1.5
6495,36000,Manual, Fiesta,2012,Petrol,145,48.7,1.4
10600,14861,Manual, Fiesta,2018,Diesel,145,88.3,1.5
11000,34922,Manual, Fiesta,2014,Petrol,145,47.9,1.6
2695,78500,Manual, Fiesta,2008,Petrol,145,47.1,1.2
3995,63400,Manual, Fiesta,2009,Petrol,145,49.6,1.4
6395,42000,Manual, Fiesta,2015,Petrol,30,54.3,1.2
2395,63100,Manual, Fiesta,2006,Petrol,160,47.1,1.2
1695,89630,Manual, Focus,2003,Petrol,200,40.9,1.6
4295,86440,Manual, Fiesta,2011,Petrol,145,48.7,1.4
2795,63000,Manual, Fiesta,2007,Petrol,145,47.1,1.2
2295,88936,Manual, Fiesta,2004,Petrol,200,44.1,1.4
5795,79094,Manual, Focus,2012,Petrol,145,47.9,1.6
2295,87530,Manual, Focus,2005,Petrol,235,39.8,2
3795,89520,Manual, Focus,2010,Petrol,200,42.2,1.6
2695,77570,Manual, Fiesta,2008,Petrol,145,47.1,1.2
2895,91000,Manual, Focus,2008,Petrol,195,42.1,1.6
2395,73370,Manual, Fiesta,2006,Petrol,160,47.1,1.2
4295,86451,Manual, Fiesta,2011,Petrol,145,48.7,1.4
2695,61000,Manual, Focus,2007,Petrol,200,40.4,1.6
18949,6,Automatic, Fiesta,2019,Petrol,150,48.7,1
9450,22000,Manual, Fiesta,2017,Petrol,150,65.7,1
13651,8598,Automatic, Focus,2016,Petrol,150,46.3,1.5
9552,32963,Manual, Focus,2016,Diesel,0,74.3,1.5
10811,23881,Manual, Focus,2017,Petrol,20,60.1,1
5750,35000,Manual, Focus,2011,Petrol,140,47.1,1.6
10837,10113,Automatic, EcoSport,2017,Petrol,160,44.8,1.5
19337,675,Automatic, Focus,2019,Petrol,145,42.8,1
12282,6654,Manual, Fiesta,2018,Petrol,145,58.9,1
9950,36590,Manual, Focus,2017,Petrol,20,61.4,1
8950,19910,Manual, Fiesta,2017,Petrol,125,54.3,1.2
8137,28903,Manual, Fiesta,2017,Petrol,150,65.7,1
7695,36440,Manual, Fiesta,2017,Diesel,0,78.5,1.5
5500,75170,Manual, Focus,2014,Petrol,30,56.5,1
18495,1350,Manual, EcoSport,2019,Petrol,145,51.4,1
12099,1598,Manual, Fiesta,2019,Petrol,145,58.9,1
12096,17,Manual, Fiesta,2019,Petrol,145,58.9,1
12096,791,Manual, Fiesta,2019,Petrol,145,58.9,1
10103,14415,Manual, Fiesta,2017,Petrol,145,65.7,1
18495,25,Automatic, EcoSport,2019,Petrol,145,45.6,1
18495,8,Automatic, EcoSport,2019,Petrol,145,45.6,1
17994,2657,Manual, EcoSport,2019,Petrol,145,51.4,1
20993,1813,Manual, Focus,2019,Petrol,145,49.6,1
8990,19000,Manual, Focus,2017,Petrol,20,61.4,1
14175,13,Manual, Fiesta,2019,Petrol,145,56.5,1
10892,16301,Manual, Fiesta,2017,Petrol,145,62.8,1
6995,80208,Automatic, Focus,2015,Petrol,160,44.8,1.6
9675,33173,Manual, Focus,2017,Petrol,20,61.4,1
9275,13085,Manual, Fiesta,2017,Diesel,0,78.5,1.5
7495,51000,Manual, Focus,2013,Diesel,20,67.3,1.6
6995,36000,Manual, Focus,2012,Petrol,145,47.9,1.6
5995,45000,Manual, Fiesta,2012,Petrol,125,50.4,1.2
10290,7824,Manual, Fiesta,2017,Petrol,145,65.7,1
7290,54277,Manual, Fiesta,2016,Petrol,0,65.7,1
7490,39404,Semi-Auto, Fiesta,2014,Petrol,150,47.9,1.6
6795,65290,Manual, Fiesta,2017,Diesel,0,88.3,1.5
12990,20000,Manual, Focus,2018,Petrol,145,58.9,1
6698,38192,Manual, Fiesta,2014,Petrol,0,65.7,1
7298,32688,Manual, Fiesta,2016,Diesel,0,76.4,1.5
7698,19799,Manual, Fiesta,2016,Petrol,125,54.3,1.2
5998,54000,Manual, Fiesta,2015,Diesel,0,76.4,1.5
3895,90000,Manual, Focus,2009,Diesel,145,54.2,1.8
2895,50000,Manual, Fiesta,2007,Petrol,160,45.6,1.4
2695,104000,Manual, Focus,2009,Diesel,205,47.9,2
5498,23000,Manual, Fiesta,2013,Petrol,30,54.3,1.2
11250,37289,Automatic, Fiesta,2018,Petrol,145,54.3,1
3695,45962,Manual, Fiesta,2009,Petrol,145,49.6,1.2
12495,37000,Manual, Focus,2013,Petrol,230,39.2,2
7780,29328,Manual, Fiesta,2017,Petrol,150,65.7,1
18000,5000,Automatic, Focus,2019,Petrol,150,39.8,1.5
5295,64572,Manual, Focus,2010,Petrol,265,37.7,1
8790,17400,Manual, Fiesta,2016,Petrol,0,65.7,1
9290,35000,Manual, EcoSport,2017,Diesel,30,64.2,1.5
5290,53000,Automatic, Fiesta,2009,Petrol,200,43.4,1.4
2250,100000,Manual, Fiesta,2009,Diesel,20,67.3,1.6
13421,10000,Manual, Fiesta,2019,Petrol,145,58.9,1
2350,59500,Manual, Fiesta,2008,Petrol,145,47.1,1.2
4995,81000,Manual, Focus,2012,Petrol,145,47.9,1.6
8995,35000,Manual, Fiesta,2017,Petrol,145,65.7,1
11500,6273,Automatic, Fiesta,2017,Petrol,0,57.7,1
10000,21780,Manual, Fiesta,2016,Petrol,0,65.7,1
14350,22862,Manual, EcoSport,2018,Petrol,150,54.3,1
8450,56022,Manual, Focus,2016,Diesel,0,74.3,1.5
8750,58665,Manual, Focus,2016,Diesel,0,74.3,1.5
13650,12561,Manual, Fiesta,2017,Petrol,145,47.9,1.6
8500,10745,Manual, Fiesta,2017,Petrol,145,54.3,1.2
7500,43573,Manual, Fiesta,2016,Petrol,0,65.7,1
9250,12072,Manual, Fiesta,2018,Petrol,145,64.2,1.1
21500,44482,Manual, Focus,2009,Petrol,330,30.1,2.5
7900,27786,Manual, Fiesta,2016,Petrol,125,54.3,1.2
11400,19344,Manual, Fiesta,2014,Petrol,150,47.9,1.6
495,177644,Manual, Focus,2003,Petrol,200,41.5,1.6
17000,2770,Automatic, EcoSport,2018,Petrol,150,48.7,1
9000,11371,Manual, Fiesta,2018,Petrol,150,64.2,1.1
8000,14100,Manual, Fiesta,2015,Petrol,0,65.7,1
